#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution conditionOnSampling="true" id="FBD.t:rode05_mod" spec="beast.evolution.speciation.SABirthDeathModel">
#            <treeWOffset id="treeWoffset" offset="367.762481269822" spec="beast.evolution.tree.TreeWOffset">
#                <tree id="Tree.t:rode05_mod" spec="beast.evolution.tree.Tree">
#                    <trait id="dateTrait.t:rode05_mod" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#          Floweria_anomala=16.3335189128993,
#          Floweria_arctostriata=17.7354320870945,
#          Floweria_becraftensis=42.5012110778829,
#          Floweria_chemungensis1=19.6528204575879,
#          Floweria_chemungensis2=10.9193568470655,
#          Floweria_chemungensis3=2.76948535852137,
#          Floweria_cornucopia=14.9861523577711,
#          Floweria_crassa=18.5540733357193,
#          Floweria_deformis=32.0874609937426,
#          Floweria_iowensis=5.62849222030491,
#          Floweria_lirella=18.3036514847772,
#          Floweria_magnacicatrix=12.0972767624771,
#          Floweria_pandora=32.0440664593131,
#          Floweria_perversa1=30.5905422627926,
#          Floweria_perversa2=19.7067617740249,
#          Floweria_prava=7.85325374931563,
#          Floweria_transversalis=9.78931124799419,
#          Schuchertella_lens=3.90088740836364,
#          Schuchertella_percha=0.146661693835654
#                                <taxa id="TaxonSet.rode05_mod2" spec="beast.evolution.alignment.TaxonSet">
#                            <alignment ascertained="true" excludefrom="29" excludeto="31" filter="1-4,6-7,11-12,14-15,18-36,37-38" id="rode05_mod2" spec="beast.evolution.alignment.FilteredAlignment">
#                                <userDataType ambiguities="01 12 02" id="morphDataType.rode05_mod2" nrOfStates="2" spec="beast.evolution.datatype.StandardData"/>
#                            </alignment>
#                        </taxa>
#                    </trait>
#                </tree>
#            </treeWOffset>
#            <parameter id="originFBD.t:rode05_mod" lower="0.0" name="origin" spec="beast.core.parameter.RealParameter">500.0</parameter>
#            <parameter id="diversificationRateFBD.t:rode05_mod" lower="0.0" name="diversificationRate" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <parameter id="turnoverFBD.t:rode05_mod" lower="0.0" name="turnover" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="samplingProportionFBD.t:rode05_mod" lower="0.0" name="samplingProportion" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="rFBD.t:rode05_mod" lower="0.0" name="removalProbability" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <parameter estimate="false" id="rhoFBD.t:rode05_mod" lower="0.0" name="rho" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#            <tree idref="Tree.t:rode05_mod"/>
#        </distribution>
#        <prior id="ClockPrior.c:rode05_mod" name="distribution">
#            <parameter id="clockRate.c:rode05_mod" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="M" spec="beast.core.parameter.RealParameter">0.2</parameter>
#                <parameter estimate="false" id="Real.Parameter.4" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="diversificationRatePriorFBD.t:rode05_mod" name="distribution" x="@diversificationRateFBD.t:rode05_mod">
#            <Uniform id="Uniform.5" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="originPriorFBD.t:rode05_mod" name="distribution" x="@originFBD.t:rode05_mod">
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="samplingProportionPriorFBD.t:rode05_mod" name="distribution" x="@samplingProportionFBD.t:rode05_mod">
#            <Uniform id="Uniform.0" name="distr"/>
#        </prior>
#        <prior id="turnoverPriorFBD.t:rode05_mod" name="distribution" x="@turnoverFBD.t:rode05_mod">
#            <Uniform id="Uniform.01" name="distr"/>
#        </prior>
#        <distribution id="Floweria_chemungensis.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:rode05_mod">
#            <taxonset id="Floweria_chemungensis" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Floweria_chemungensis1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Floweria_chemungensis2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Floweria_chemungensis3" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#        </distribution>
#        <distribution id="Floweria_perversa.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:rode05_mod">
#            <taxonset id="Floweria_perversa" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Floweria_perversa1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Floweria_perversa2" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@rode05_mod2" id="morphTreeLikelihood.rode05_mod2" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:rode05_mod">
#            <siteModel id="morphSiteModel.s:rode05_mod2" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:rode05_mod2" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:rode05_mod2" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <substModel datatype="@morphDataType.rode05_mod2" id="LewisMK.s:rode05_mod2" spec="beast.evolution.substitutionmodel.LewisMK"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:rode05_mod" id="StrictClock.c:rode05_mod" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:rode05_mod" id="morphTreeLikelihood.rode05_mod3" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:rode05_mod">
#            <data ascertained="true" data="@rode05_mod" excludefrom="7" excludeto="10" filter="5,8-10,13,16-17,37-39" id="rode05_mod3" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType ambiguities="01 12 02" id="morphDataType.rode05_mod3" nrOfStates="3" spec="beast.evolution.datatype.StandardData"/>
#            </data>
#            <siteModel id="morphSiteModel.s:rode05_mod3" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:rode05_mod3" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:rode05_mod3" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <substModel datatype="@morphDataType.rode05_mod3" id="LewisMK.s:rode05_mod3" spec="beast.evolution.substitutionmodel.LewisMK"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	TreeHeight	clockRate	FBD	diversificationRateFBD	turnoverFBD	samplingProportionFBD	originFBD	SACountFBD	offset
0	-516.4700627195278	-380.9546405824161	-135.51542213711176	43.124304003868524	1.0	-132.54441567030216	0.1	0.5	0.5	500.0	0	367.762481269822
10000	-398.2997096418394	-320.98840519366706	-77.31130444817235	49.876221021980314	0.20220901467679056	-77.5668323819522	0.03257295189228368	0.7426196820410005	0.5599330067137726	412.7696112808307	14	360.1156700095683
20000	-404.5629601819701	-323.4611175302665	-81.10184265170359	42.09115195282186	0.21860183997727536	-81.23795304255663	0.0387030407664611	0.7437514039569695	0.5305760748244117	409.3849010825821	12	366.9361445741457
30000	-391.4543315665901	-323.56771024897745	-67.88662131761262	48.498643913093005	0.1970277118310225	-68.18105237246553	0.017798416456783744	0.6247561630259119	0.7935619479126762	413.4669304812056	16	362.12854645325024
40000	-415.11394512142283	-304.4763813753307	-110.63756374609214	51.50127063703168	0.03797904996054928	-112.51837584640285	0.018832279963417395	0.8921896852406426	0.1554497941088684	417.82729307156444	6	365.5644038657194
50000	-420.82645214115644	-313.297774866532	-107.52867727462444	44.8024419542096	0.05070839165612029	-109.25649823135657	0.01585215265654181	0.8743514944921791	0.36334961765271057	413.1054402646395	8	364.29131028633327
60000	-412.2749952834312	-310.2783128502208	-101.99668243321041	51.530903752384006	0.08907574044234846	-103.27262518755043	0.009949736778539726	0.9231485459179245	0.35901473976730447	418.0022104583805	5	361.8550676236191
70000	-412.3566450625909	-308.65830093479656	-103.69834412779437	39.24975047254054	0.05697374309121434	-105.34938575737812	0.01641685171984799	0.915491937034083	0.26354614624832967	408.90086086075837	8	368.7466504028564
80000	-417.50246958222505	-307.6569745839821	-109.84549499824294	50.58548950813822	0.050381139108730814	-111.57732824524506	0.0176268588125256	0.9546321574871317	0.07188657846798638	422.3285341010139	1	366.7609768251268
90000	-407.1505573358796	-309.1626785501499	-97.9878787857297	42.07038754812817	0.06450454472405757	-99.54754196552727	0.06589255072886259	0.7407679661828893	0.21466742432412744	416.3209190132504	8	366.91739736388354
100000	-414.9518630315182	-305.549485517683	-109.40237751383519	43.84758698583562	0.051038275845693155	-111.12615314674943	0.033613799596486756	0.873544147983382	0.08514291699169949	426.78139748789744	6	365.09629202507153
110000	-420.46668496440924	-305.11133289271015	-115.3553520716991	50.013870697706885	0.03751631388693573	-117.24147047712339	0.03074995085798505	0.914444183088303	0.04128929203672478	419.03491312246314	4	366.6567711638978
120000	-407.1055638175196	-307.158095281898	-99.94746853562165	44.601948185610546	0.05938690892774659	-101.56907322303691	0.03716469517038698	0.7562235288286188	0.32272627080847616	417.39363497401365	10	365.84451904887715
130000	-415.1030451847961	-306.2898952273795	-108.81314995741658	51.846861326692675	0.04318841399078396	-110.63253252302799	0.031294112622789305	0.8386457687509631	0.17920226170319442	430.9615482304294	7	362.6515928378438
140000	-410.7691689918862	-312.5638093736634	-98.20535961822279	46.27950934490378	0.06260238498887344	-99.78795721169894	0.017020051091175686	0.8431830723183573	0.4160608117933037	430.9961443148803	11	365.6929268507341
150000	-411.3559954472355	-303.1105802157664	-108.24541523146912	46.14344186932015	0.04923979647952609	-109.99123330442607	0.0338165528326319	0.7517111275220273	0.34157648184706074	415.36454463546744	6	369.04864931538054
160000	-407.49914670519223	-309.65973327135185	-97.83941343384038	45.12134320661466	0.044075298447578445	-99.64811306480348	0.033480126198204826	0.7814817099659266	0.3252851749302975	418.58947298348784	9	367.03531988116316
170000	-410.2449695892175	-310.7962677068569	-99.44870188236061	46.88906040807696	0.09364383106176503	-100.67471551175403	0.04686390798321172	0.7310040068448668	0.3233393990658716	425.7943951121561	10	361.4067926785176
180000	-416.57720149610094	-305.8671508938469	-110.71005060225407	48.20501635151214	0.04553756810209182	-112.50104413760837	0.06925060939457953	0.8148147220603982	0.05859371933133568	421.9046681408768	5	363.6624439292046
190000	-430.49547519787257	-310.5347054149613	-119.96076978291124	62.23228552168495	0.027625722449751568	-121.94818496048339	0.03194160310740864	0.9506770555141317	0.01223070690118629	427.46191850158766	3	362.9981170870083
200000	-422.13705049875335	-312.5378552912604	-109.59919520749293	49.04663975954256	0.04107380438805972	-111.44382815787603	0.011547906666987401	0.9412512208050072	0.24365056443391833	411.4209295132643	4	362.06521415587457
210000	-422.69578984687246	-308.51353476857037	-114.18225507830206	58.584257470998445	0.048169255904683156	-115.94117245504302	0.040091868764184684	0.6786488272174195	0.3355775091924701	419.92759740349334	5	361.1789807293978
220000	-396.41928919295606	-304.40552494600956	-92.01376424694648	53.003642763725864	0.07995097898600838	-93.392135142334	0.012473984202316971	0.8706839512715441	0.5650726571620387	431.46629992634706	12	364.02248484215704
230000	-413.5404897643173	-307.60139679749886	-105.93909296681842	44.23964724509961	0.07281506027618255	-107.40004104202816	0.048955626072781845	0.7871994510769976	0.20795703893913592	416.69173396416915	5	363.8189183114131
240000	-409.32474061705716	-309.74179719145235	-99.58294342560478	40.53060934969859	0.05539386346311548	-101.25331410452333	0.04198558991483761	0.8357015607052249	0.18317885692405422	412.59592825325774	6	368.820932926776
250000	-400.2479824611953	-313.26452613462266	-86.98345632657264	43.76969763682962	0.11724079476413324	-87.96535104535161	0.0012983331452373615	0.9862616585344737	0.5349281604172559	412.2826781553044	11	365.9902464645882
260000	-412.49434380296265	-305.0119247308259	-107.48241907213674	52.64020896046821	0.05826709264878146	-109.1176688568727	0.04197436907232741	0.6744051038675405	0.40370187821149467	414.3661939814411	5	359.930263003556
270000	-418.9152020423239	-304.22727717835744	-114.68792486396646	47.2630823192946	0.049943093198705386	-116.42512727538386	0.04050423984779113	0.5775207132856285	0.5443615628864649	417.2247200983307	6	367.37954667232754
280000	-416.0338222219117	-311.1160496684577	-104.91777255345399	49.152011137294224	0.06324029130514436	-106.49266634708675	0.06674038983012803	0.8040714659739198	0.1287723225521307	418.23276145352804	5	364.76782501134977
290000	-426.0568133306453	-315.49782291106817	-110.55899041957713	52.080852598477684	0.0480357790763918	-112.3195394325012	0.0527948325051945	0.924337244281395	0.021544738029503453	415.02964127416476	1	361.7063841806868
300000	-412.0013687545054	-306.21739096555046	-105.78397778895496	51.52520226924782	0.04725470291187306	-107.55406605309491	0.04106999599657681	0.7480541045894079	0.3696458294550614	415.34290861963797	6	362.59718333443175
310000	-418.20932634408837	-311.94608870058346	-106.26323764350494	50.61688100648854	0.04309840006470762	-108.08370174238374	0.04842684677228729	0.7545221899021313	0.190950708120677	417.8742644645409	8	364.32136236772084
320000	-424.6999142480437	-311.4040761534892	-113.29583809455448	51.480964958744785	0.044211003964401634	-115.10289905624387	0.02470959366408554	0.8500421991592655	0.17293026230876224	423.8672450281008	6	362.08144270347987
330000	-414.1515065556447	-301.711340854952	-112.44016570069266	42.69450845355069	0.029440386650787458	-114.41145740317639	0.03251297067636343	0.8542311194825405	0.14877963033648345	414.4526283267551	5	370.05487282515253
340000	-409.4958815523076	-309.916788744381	-99.5790928079266	50.80060037016461	0.0671534513714876	-101.10701641026215	0.03883789605121227	0.9016721162182705	0.0925447312767433	412.8759155896749	8	361.18221577990744
